iShares Core MSCI Emerging Markets ETF
Inception Date,"Oct 18, 2012"
Fund Holdings as of,"05-Aug-2015"
Total Net Assets,"$7,149,741,212"
Shares Outstanding,"162,200,000"
Stock,"99.12"
Bond,"0.00"
Cash,"0.39"
Other,"0.50"
 
Ticker,Name,ISIN,SEDOL,Weight (%),Sector,Asset Class,Country,Market Value,Shares,Price,Exchange,Currency,Market Currency,FX Rate,Notional Value
"966","CHINA TAIPING INSURANCE HOLDINGS C","HK0000055878","6264048","0.1151","Financials","Equity","China","$8,285,898","2,792,708","2.97","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2382","QUANTA COMPUTER INC.","TW0002382009","6141011","0.1146","Information Technology","Equity","Taiwan","$8,247,488","4,261,000","1.94","Taiwan Stock Exchange","USD","TWD","31.62","-"
"762","CHINA UNICOM (HONG KONG) LTD.","HK0000049939","6263830","0.1913","Telecommunication Services","Equity","China","$13,773,292","10,016,000","1.38","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"002790","AMOREG","KR7002790004","6665931","0.1139","Consumer Staples","Equity","Korea (South)","$8,197,551","48,347","169.56","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"COALINDIA","COAL INDIA LTD","INE522F01014","B4Z9XF5","0.1127","Energy","Equity","India","$8,114,385","1,179,778","6.88","National Stock Exchange Of India","USD","INR","63.76","-"
"1216","UNI-PRESIDENT ENTERPRISES CORP.","TW0001216000","6700393","0.1900","Consumer Staples","Equity","Taiwan","$13,679,155","7,587,971","1.80","Taiwan Stock Exchange","USD","TWD","31.62","-"
"BGA","BARCLAYS AFRICA GROUP LTD","ZAE000174124","B844WD0","0.1120","Financials","Equity","South Africa","$8,064,676","547,628","14.73","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"000810","SAMSUNG FIRE & MARINE INSURANCE CO","KR7000810002","6155250","0.1899","Financials","Equity","Korea (South)","$13,668,762","59,748","228.77","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"2886","MEGA FINANCIAL HOLDING LTD","TW0002886009","6444066","0.1897","Financials","Equity","Taiwan","$13,659,018","15,761,958","0.87","Taiwan Stock Exchange","USD","TWD","31.62","-"
"MPC","MR PRICE GROUP LTD","ZAE000026951","6820365","0.1109","Consumer Discretionary","Equity","South Africa","$7,979,868","401,638","19.87","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"PCHEM","PETRONAS CHEMICALS GROUP BHD","MYL5183OO008","B5KQGT3","0.1107","Materials","Equity","Malaysia","$7,971,815","4,799,800","1.66","Bursa Malaysia","USD","MYR","3.88","-"
"EMBR3","EMBRAER SA","BREMBRACNOR4","B16FPG6","0.1099","Industrials","Equity","Brazil","$7,909,364","1,118,800","7.07","XBSP","USD","BRL","3.49","-"
"BHARTI","BHARTI AIRTEL LTD.","INE397D01024","6442327","0.1849","Telecommunication Services","Equity","India","$13,313,305","2,032,786","6.55","National Stock Exchange Of India","USD","INR","63.76","-"
"1099","SINOPHARM GROUP LTD H","CNE100000FN7","B3ZVDV0","0.1086","Health Care","Equity","China","$7,819,837","2,030,800","3.85","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"OTP","OTP BANK NYRT.","HU0000061726","7320154","0.1077","Financials","Equity","Hungary","$7,753,049","380,786","20.36","Budapest Stock Exchange","USD","HUF","284.91","-"
"1109","CHINA RESOURCES LAND LTD.","KYG2108Y1052","6193766","0.1833","Financials","Equity","China","$13,195,170","4,713,777","2.80","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"SCC.F","SIAM CEMENT (F)","TH0003010Z12","6609906","0.1065","Materials","Equity","Thailand","$7,665,102","508,500","15.07","Stock Exchange Of Thailand","USD","THB","35.16","-"
"DRREDDY","DR REDDYS LABORATORIES LTD","INE089A01023","6410959","0.1832","Health Care","Equity","India","$13,186,270","200,556","65.75","National Stock Exchange Of India","USD","INR","63.76","-"
"GRT","GROWTHPOINT PROP UNITS LTD","ZAE000179420","BBGB5W0","0.1058","Financials","Equity","South Africa","$7,614,199","3,470,808","2.19","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"UNVR","UNILEVER INDONESIA","ID1000095706","6687184","0.1048","Consumer Staples","Equity","Indonesia","$7,544,965","2,601,100","2.90","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
"ASIANPAINT","ASIAN PAINTS LTD","INE021A01026","BCRWL65","0.1038","Materials","Equity","India","$7,471,713","515,931","14.48","National Stock Exchange Of India","USD","INR","63.76","-"
"068270","CELLTRION INC","KR7068270008","B0C5YV1","0.1035","Health Care","Equity","Korea (South)","$7,449,317","105,336","70.72","Korea Exchange (Kosdaq)","USD","KRW","1,173.65","-"
"EMAAR","EMAAR PROPERTIES PJSC","AEE000301011","B01RM25","0.1772","Financials","Equity","United Arab Emirates","$12,757,888","5,871,986","2.17","Dubai Financial Market","USD","AED","3.67","-"
"2884","E.SUN FINANCIAL HOLDING CO. LTD.","TW0002884004","6433912","0.1002","Financials","Equity","Taiwan","$7,211,083","11,259,438","0.64","Taiwan Stock Exchange","USD","TWD","31.62","-"
"WHL","WOOLWORTHS HOLDING LTD","ZAE000063863","B06KZ97","0.1761","Consumer Discretionary","Equity","South Africa","$12,679,845","1,600,807","7.92","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"COPEC","EMPRESAS COPEC S.A.","CLP7847L1080","2196026","0.1001","Energy","Equity","Chile","$7,204,244","729,254","9.88","Santiago Stock Exchange","USD","CLP","683.04","-"
"018260","SAMSUNG SDS LTD","KR7018260000","BRS2KY0","0.1721","Information Technology","Equity","Korea (South)","$12,388,807","51,929","238.57","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"3699","DALIAN WANDA COMMERCIAL PROPERTIES","CNE100001T98","BTDYF84","0.0983","Financials","Equity","China","$7,078,651","990,500","7.15","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"VALE3","CIA VALE DO RIO DOCE SH","BRVALEACNOR0","2196286","0.1709","Materials","Equity","Brazil","$12,304,864","2,259,700","5.45","XBSP","USD","BRL","3.49","-"
"ENDESA","EMPRESA NACIONAL DE ELECTRICIDAD S","CLP3710M1090","2299356","0.0982","Utilities","Equity","Chile","$7,067,604","5,336,093","1.32","Santiago Stock Exchange","USD","CLP","683.04","-"
"VIVT4","TELEFONICA BRASIL SA","BRVIVTACNPR7","B3ZCNF7","0.0979","Telecommunication Services","Equity","Brazil","$7,049,077","554,000","12.72","XBSP","USD","BRL","3.49","-"
"139480","E-MART LTD","KR7139480008","B682TF7","0.0976","Consumer Staples","Equity","Korea (South)","$7,025,322","34,427","204.06","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"1114","BRILLIANCE CHINA AUTOMOTIVE HOLDIN","BMG1368B1028","6181482","0.0968","Consumer Discretionary","Equity","China","$6,968,715","5,106,000","1.36","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","TH0268010R11","6412609","0.1689","Telecommunication Services","Equity","Thailand","$12,160,444","1,752,300","6.94","Stock Exchange Of Thailand","USD","THB","35.16","-"
"144","CHINA MERCHANT","HK0144000764","6416139","0.0966","Industrials","Equity","China","$6,955,315","1,936,000","3.59","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BAT","BRAIT","LU0011857645","6896292","0.0966","Financials","Equity","South Africa","$6,950,866","586,276","11.86","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"TATN","OAO TATNEFT","RU0009033591","B59BXN2","0.1662","Energy","Equity","Russian Federation","$11,964,104","2,392,450","5.00","Standard-Classica-Forts","USD","RUB","62.92","-"
"086790","HANA FINANCIAL GROUP INC","KR7086790003","B0RNRF5","0.1653","Financials","Equity","Korea (South)","$11,901,733","480,016","24.79","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"VOD","VODACOM GROUP LTD","ZAE000132577","B65B4D0","0.0963","Telecommunication Services","Equity","South Africa","$6,935,465","616,257","11.25","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"PTG","PETRONAS GAS BHD","MYL6033OO004","6703972","0.0961","Utilities","Equity","Malaysia","$6,915,426","1,190,700","5.81","Bursa Malaysia","USD","MYR","3.88","-"
"CIPLA","CIPLA LTD","INE059A01026","B011108","0.0959","Health Care","Equity","India","$6,901,164","612,279","11.27","National Stock Exchange Of India","USD","INR","63.76","-"
"JGS","JG SUMMIT HOLDINGS INC","PHY444251177","6466457","0.0957","Industrials","Equity","Philippines","$6,889,609","4,317,803","1.60","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"2474","CATCHER TECHNOLOGY CO. LTD.","TW0002474004","6186669","0.1631","Information Technology","Equity","Taiwan","$11,740,121","1,095,000","10.72","Taiwan Stock Exchange","USD","TWD","31.62","-"
"AXIATA","AXIATA GROUP","MYL6888OO001","B2QZGV5","0.0948","Telecommunication Services","Equity","Malaysia","$6,821,024","4,113,300","1.66","Bursa Malaysia","USD","MYR","3.88","-"
"CIMB","CIMB GROUP HOLDINGS","MYL1023OO000","6075745","0.1622","Financials","Equity","Malaysia","$11,677,837","8,559,700","1.36","Bursa Malaysia","USD","MYR","3.88","-"
"ZEEL","ZEE ENTERTAINMENT ENTERPRISES LTD","INE256A01028","6188535","0.0946","Consumer Discretionary","Equity","India","$6,811,206","1,047,644","6.50","National Stock Exchange Of India","USD","INR","63.76","-"
"001040","CJ CORP","KR7001040005","6189516","0.0931","Industrials","Equity","Korea (South)","$6,701,495","25,495","262.86","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"2303","UNITED MICROELECTRONICS CORP.","TW0002303005","6916628","0.0926","Information Technology","Equity","Taiwan","$6,664,571","18,731,000","0.36","Taiwan Stock Exchange","USD","TWD","31.62","-"
"1359","CHINA CINDA ASSET MANAGEMENT LTD","CNE100001QS1","BGY6SV2","0.0919","Financials","Equity","China","$6,615,023","14,778,000","0.45","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2912","PRESIDENT CHAIN STORE CORP.","TW0002912003","6704986","0.0917","Consumer Staples","Equity","Taiwan","$6,597,894","909,000","7.26","Taiwan Stock Exchange","USD","TWD","31.62","-"
"270","GUANGDONG INVESTMENT LTD","HK0270001396","6913168","0.0916","Utilities","Equity","China","$6,592,260","4,776,000","1.38","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"PKN","POLSKI KONCERN NAFTOWY ORLEN SA","PLPKN0000018","5810066","0.1574","Energy","Equity","Poland","$11,332,801","549,238","20.63","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"257","CHINA EVERBRIGHT INTERNATIONAL LTD","HK0257001336","6630940","0.0916","Industrials","Equity","China","$6,591,571","4,323,000","1.52","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"1988","CHINA MINSHENG BANKING CORP. LTD.","CNE100000HF9","B57JY24","0.1563","Financials","Equity","China","$11,254,964","9,914,600","1.14","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"TCELL","TURKCELL ILETISIM HIZMETLERI A","TRATCELL91M1","B03MYN3","0.0907","Telecommunication Services","Equity","Turkey","$6,526,152","1,467,121","4.45","Istanbul Stock Exchange","USD","TRY","2.79","-"
"004020","HYUNDAI STEEL","KR7004020004","6461850","0.0896","Materials","Equity","Korea (South)","$6,446,502","133,438","48.31","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"TBS","TIGER BRANDS LTD","ZAE000071080","B0J4PP2","0.0883","Consumer Staples","Equity","South Africa","$6,356,882","271,588","23.41","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"RMH","RMB HOLDINGS LTD","ZAE000024501","6755821","0.0881","Financials","Equity","South Africa","$6,342,156","1,141,664","5.56","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"1088","CHINA SHENHUA ENERGY CO. LTD.","CNE1000002R0","B09N7M0","0.1479","Energy","Equity","China","$10,649,249","5,623,500","1.89","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"DPW","DP WORLD LTD","AEDFXA0M6V00","B291WY5","0.0878","Industrials","Equity","United Arab Emirates","$6,317,893","274,691","23.00","Nasdaq Dubai","USD","USD","1.00","-"
"FGB","FIRST GULF BANK PJSC","AEF000201010","6122782","0.0878","Financials","Equity","United Arab Emirates","$6,317,220","1,482,589","4.26","Abu Dhabi Securities Exchange","USD","AED","3.67","-"
"392","BEIJING ENTERPRISES HOLDINGS LTD.","HK0392044647","6081690","0.0872","Industrials","Equity","China","$6,273,607","860,000","7.29","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"INFRATEL","BHARTI INFRATEL LTD","INE121J01017","B92P9G4","0.0860","Telecommunication Services","Equity","India","$6,194,018","847,606","7.31","National Stock Exchange Of India","USD","INR","63.76","-"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","BRCCROACNOR2","2840970","0.0860","Industrials","Equity","Brazil","$6,190,179","1,483,200","4.17","XBSP","USD","BRL","3.49","-"
"500257","LUPIN LTD.","INE326A01037","6143761","0.1404","Health Care","Equity","India","$10,106,174","383,432","26.36","National Stock Exchange Of India","USD","INR","63.76","-"
"BIMAS","BIM BIRLESIK MAGAZALAR A","TREBIMM00018","B0D0006","0.0858","Consumer Staples","Equity","Turkey","$6,177,491","362,153","17.06","Istanbul Stock Exchange","USD","TRY","2.79","-"
"BDO","BDO UNIBANK INC","PHY077751022","B5VJH76","0.0858","Financials","Equity","Philippines","$6,177,373","2,717,450","2.27","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"390","CHINA RAILWAY GROUP LTD H","CNE1000007Z2","B297KM7","0.0857","Industrials","Equity","China","$6,169,187","6,891,000","0.90","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"SHP","SHOPRITE HOLDINGS LTD","ZAE000012084","6801575","0.1396","Consumer Staples","Equity","South Africa","$10,047,721","755,010","13.31","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"151","WANT WANT CHINA HOLDINGS LTD","KYG9431R1039","B2Q14Z3","0.1389","Consumer Staples","Equity","China","$10,000,266","9,926,000","1.01","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"KROT3","KROTON EDUCACIONAL SA","BRKROTACNOR9","2836946","0.0851","Consumer Discretionary","Equity","Brazil","$6,127,508","2,325,156","2.64","XBSP","USD","BRL","3.49","-"
"VTBR","BANK VTB ORD","RU000A0JP5V6","B5B1TP4","0.0850","Financials","Equity","Russian Federation","$6,118,106","5,421,870,000","0.00","Standard-Classica-Forts","USD","RUB","62.92","-"
"ONGC","OIL & NATURAL GAS CORP. LTD.","INE213A01029","6139362","0.0849","Energy","Equity","India","$6,113,981","1,443,692","4.23","National Stock Exchange Of India","USD","INR","63.76","-"
"916","CHINA LONGYUAN POWER GROUP CORP. L","CNE100000HD4","B4Q2TX3","0.0845","Utilities","Equity","China","$6,081,521","5,327,000","1.14","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"ALFAA","ALFA A","MXP000511016","2043423","0.1369","Industrials","Equity","Mexico","$9,857,681","4,813,300","2.05","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"NED","NEDBANK GROUP LTD","ZAE000004875","6628008","0.0844","Financials","Equity","South Africa","$6,076,239","299,580","20.28","Johannesburg Stock Exchange","USD","ZAR","12.80","-"
"010130","KOREA ZINC INC","KR7010130003","6495428","0.0838","Materials","Equity","Korea (South)","$6,033,590","14,799","407.70","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"PGE","PGE POLSKA GRUPA ENERGETYCZNA S.A.","PLPGER000010","B544PW9","0.0833","Utilities","Equity","Poland","$5,998,262","1,336,860","4.49","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"AKBNK","AKBANK A","TRAAKBNK91N6","B03MN70","0.1349","Financials","Equity","Turkey","$9,711,821","3,770,567","2.58","Istanbul Stock Exchange","USD","TRY","2.79","-"
"SBRCY","SBERBANK RUSSIA SPONSORED ADR REPR","US80585Y3080","B3P7N29","0.0830","Financials","Equity","Russian Federation","$5,974,644","1,219,315","4.90","Non-Nms Quotation Service (Nnqs)","USD","USD","1.00","-"
"1339","THE PEOPLES INSURANCE CO (GROUP)","CNE100001MK7","B8RZJZ1","0.0824","Financials","Equity","China","$5,930,630","11,408,000","0.52","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BAJAJ.AUTO","BAJAJ AUTO LTD","INE917I01010","B2QKXW0","0.0822","Consumer Discretionary","Equity","India","$5,919,121","146,459","40.41","National Stock Exchange Of India","USD","INR","63.76","-"
"KGH","KGHM POLSKA MIEDZ S.A.","PLKGHM000017","5263251","0.0820","Materials","Equity","Poland","$5,899,730","237,095","24.88","Warsaw Stock Exchange/Equities/Main Market","USD","PLN","3.84","-"
"TEL","PHILIPPINE LONG DISTANCE TELEPHONE","PH7182521093","6685661","0.1328","Telecommunication Services","Equity","Philippines","$9,562,089","152,960","62.51","Philippine Stock Exchange Inc.","USD","PHP","45.75","-"
"BAAKOMB","KOMERCNI BANK","CZ0008019106","4519449","0.0818","Financials","Equity","Czech Republic","$5,891,939","26,912","218.93","Prague Stock Exchange","USD","CZK","24.88","-"
"COMI","COMMERCIAL INTERNATIONAL BANK (EGY","EGS60121C018","6243898","0.1309","Financials","Equity","Egypt","$9,425,176","1,344,990","7.01","Egyptian Exchange","USD","EGP","7.83","-"
"WIPRO","WIPRO LTD","INE075A01022","6206051","0.1306","Information Technology","Equity","India","$9,400,815","1,041,712","9.02","National Stock Exchange Of India","USD","INR","63.76","-"
"001800","ORION(SOUTH KOREA) CORP","KR7001800002","6896849","0.0817","Consumer Staples","Equity","Korea (South)","$5,878,524","5,989","981.55","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"009540","HYUNDAI HEAVY INDUSTRIES LTD","KR7009540006","6446620","0.0816","Industrials","Equity","Korea (South)","$5,877,235","70,602","83.24","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"CEZ","CEZ","CZ0005112300","5624030","0.0809","Utilities","Equity","Czech Republic","$5,824,362","247,749","23.51","Prague Stock Exchange","USD","CZK","24.88","-"
"ICICIBANK","ICICI BANK LTD","INE090A01021","BSZ2BY7","0.1285","Financials","Equity","India","$9,247,517","1,893,610","4.88","National Stock Exchange Of India","USD","INR","63.76","-"
"JBSS3","JBS S/A","BRJBSSACNOR8","B1V74X7","0.0801","Consumer Staples","Equity","Brazil","$5,769,462","1,304,500","4.42","XBSP","USD","BRL","3.49","-"
"1766","CRRC CORP LTD H","CNE100000BG0","B2R2ZC9","0.1269","Industrials","Equity","China","$9,136,533","7,377,750","1.24","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"CMPC","EMPRESAS CMPC S.A.","CL0000001314","2196015","0.0799","Materials","Equity","Chile","$5,749,001","2,082,961","2.76","Santiago Stock Exchange","USD","CLP","683.04","-"
"KLBN11","KLABIN UNITS SA","BRKLBNCDAM18","BJ0K6Z9","0.0796","Materials","Equity","Brazil","$5,731,739","934,600","6.13","XBSP","USD","BRL","3.49","-"
"AUROPHARMA","AUROBINDO PHARMA LTD","INE406A01037","6702634","0.0792","Health Care","Equity","India","$5,702,245","476,158","11.98","National Stock Exchange Of India","USD","INR","63.76","-"
"1336","NEW CHINA LIFE INSURANCE (H)","CNE100001922","B5730Z1","0.0787","Financials","Equity","China","$5,664,472","1,344,900","4.21","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"2207","HOTAI MOTOR CO LTD","TW0002207008","6417165","0.0784","Consumer Discretionary","Equity","Taiwan","$5,645,050","402,000","14.04","Taiwan Stock Exchange","USD","TWD","31.62","-"
"371","BEIJING ENTERPRISES WATER GROUP LT","BMG0957L1090","B01YCG0","0.0781","Utilities","Equity","China","$5,621,796","7,566,000","0.74","Hong Kong Exchanges And Clearing Ltd","USD","HKD","7.75","-"
"BOSCHLTD","BOSCH LTD","INE323A01026","B01NFV3","0.0775","Consumer Discretionary","Equity","India","$5,578,346","13,523","412.51","National Stock Exchange Of India","USD","INR","63.76","-"
"034730","SK C&C LTD","KR7034730002","B39Z8L3","0.1207","Information Technology","Equity","Korea (South)","$8,685,817","34,094","254.76","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"GENM","GENTING MALAYSIA","MYL4715OO008","B1VXKN7","0.0771","Consumer Discretionary","Equity","Malaysia","$5,548,687","5,074,300","1.09","Bursa Malaysia","USD","MYR","3.88","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT SA","MXCFFU000001","B671GT8","0.1200","Financials","Equity","Mexico","$8,640,008","3,721,500","2.32","Bolsa Mexicana De Valores (Mexican Stock Exchange)","USD","MXN","16.37","-"
"012630","HYUNDAI DEVELOPMENT CO ENGINEER","KR7012630000","6402428","0.0769","Industrials","Equity","Korea (South)","$5,536,829","94,452","58.62","Korea Exchange (Stock Market)","USD","KRW","1,173.65","-"
"PGAS","PERUSAHAAN GAS NEGARA (PERSERO) OR","ID1000111602","6719764","0.0767","Utilities","Equity","Indonesia","$5,519,247","18,670,200","0.30","Indonesia Stock Exchange","USD","IDR","13,514.06","-"
